File,aid,Date,0,2,3,8,17,25,65,73,81,89,129,137,145,153
QC_Day_2019080_aid0001,aid0001,2019-03-21,55947,839897,34183,385.0,27983.0,,152445,4985.0,74952,5.0,2.0,,24730,
QC_Day_2019081_aid0001,aid0001,2019-03-22,105393,664869,34183,2175.0,122575.0,3.0,136483,5378.0,127303,94.0,8.0,,17050,
QC_Day_2019082_aid0001,aid0001,2019-03-23,78713,801118,34183,20.0,146255.0,,54639,1608.0,94920,16.0,47.0,,3995,
QC_Day_2019083_aid0001,aid0001,2019-03-24,333758,275289,34183,9615.0,274051.0,61.0,212792,10552.0,59510,82.0,5.0,,5616,
QC_Day_2019084_aid0001,aid0001,2019-03-25,104310,715283,34183,142.0,209471.0,2.0,55724,2254.0,91737,14.0,93.0,,2301,
QC_Day_2019085_aid0001,aid0001,2019-03-26,115712,833934,34183,505.0,24803.0,,142816,2960.0,51474,4.0,,,9123,
QC_Day_2019086_aid0001,aid0001,2019-03-27,10970,1044472,34183,140.0,3515.0,1.0,71121,1924.0,39861,42.0,136.0,34.0,9115,
QC_Day_2019087_aid0001,aid0001,2019-03-28,135988,620847,34183,2426.0,122791.0,8.0,149955,5333.0,119628,15.0,12.0,,24328,
QC_Day_2019088_aid0001,aid0001,2019-03-29,154403,444178,34183,6513.0,133442.0,84.0,255410,9482.0,162225,46.0,477.0,,15071,
QC_Day_2019089_aid0001,aid0001,2019-03-30,404985,110814,34183,7480.0,252775.0,4.0,291391,19084.0,91214,8.0,3.0,,3573,
QC_Day_2019090_aid0001,aid0001,2019-03-31,545386,85325,34183,4612.0,288704.0,25.0,181842,5669.0,68945,18.0,1.0,,804,
QC_Day_2019091_aid0001,aid0001,2019-04-01,35919,991972,34183,8.0,70977.0,,22760,122.0,57770,,543.0,,1260,
QC_Day_2019092_aid0001,aid0001,2019-04-02,91582,791908,34183,51.0,143261.0,,62685,335.0,84444,5.0,1.0,,7059,
